Latitude [degrees_north],Longitude [degrees_east],u-velocity [m/s],v-velocity [m/s]
-7.5,155,-0.560193,0.220166,
-7.5,157.5,-0.549837,0.213883,
-7.5,160,-0.534632,0.134853,
-7.5,162.5,-0.518123,0.071493,
-7.5,165,-0.513588,0.0559483,
-7.5,167.5,-0.510708,0.0601188,
-7.5,170,-0.492588,0.0541343,
-7.5,172.5,-0.459815,0.0209371,
-7.5,175,-0.431795,-0.0428924,
-7.5,177.5,-0.423814,-0.124938,
-7.5,180,-0.42644,-0.193263,
-7.5,182.5,-0.416378,-0.223531,
-7.5,185,-0.386909,-0.23724,
-7.5,187.5,-0.354911,-0.246194,
-7.5,190,-0.353587,-0.253342,
-7.5,192.5,-0.405887,-0.25703,
-7.5,195,-0.490611,-0.251519,
