Latitude [degrees_north],Longitude [degrees_east],u-velocity [m/s],v-velocity [m/s]
-7.5,225,-0.471913,0.239755,
-7.5,227.5,-0.416942,0.297711,
-7.5,230,-0.327423,0.343093,
-7.5,232.5,-0.273297,0.298782,
-7.5,235,-0.238352,0.224765,
-7.5,237.5,-0.16639,0.205135,
-7.5,240,-0.0485175,0.232282,
-7.5,242.5,0.05677,0.230489,
-7.5,245,0.0882168,0.190304,
-7.5,247.5,0.0578876,0.214216,
-7.5,250,0.0331767,0.27955,
-7.5,252.5,0.0270685,0.230499,
-7.5,255,0.0184344,0.145544,
-7.5,257.5,-0.0465113,0.112813,
-7.5,260,-0.151099,0.125166,
-7.5,262.5,-0.187968,0.194348,
-7.5,265,-0.0993694,0.323159,
-7.5,267.5,-0.0177935,0.379565,
-7.5,270,-0.00884469,0.321671,
-7.5,272.5,-0.0177013,0.270711,
-7.5,275,0.00878048,0.290894,
-7.5,277.5,0.143806,0.30077,
-7.5,280,0.131334,0.142887,
-7.5,282.5,0.0292281,0.105428,
-7.5,285,-0.0599856,0.382857,
-7.5,287.5,-0.169266,0.70182,
-7.5,290,-0.29919,0.644549,
-7.5,292.5,-0.385705,0.508077,
-7.5,295,-0.650737,0.424136,
-7.5,297.5,-0.729785,0.436199,
-7.5,300,-0.545642,0.506095,
-7.5,302.5,-0.232016,0.501804,
-7.5,305,0.0065856,0.402299,
-7.5,307.5,0.0457269,0.320825,
-7.5,310,-0.0583674,0.358944,
-7.5,312.5,-0.0996421,0.447802,
-7.5,315,0.014356,0.477189,
-7.5,317.5,0.0519915,0.478533,
-7.5,320,0.00581964,0.577343,
-7.5,322.5,0.0313527,0.698048,
-7.5,325,0.0612987,0.73293,
-7.5,327.5,0.0461896,0.688728,
-7.5,330,0.0109921,0.621896,
-7.5,332.5,0.000275453,0.549991,
-7.5,335,0.00482623,0.442463,
-7.5,337.5,-0.0170973,0.309787,
-7.5,340,-0.0332511,0.208673,
-7.5,342.5,-0.00124502,0.126864,
-7.5,345,0.0479609,0.0422793,
-7.5,347.5,0.0995728,0.0288407,
-7.5,350,0.200993,0.102053,
-7.5,352.5,0.3358,0.224127,
-7.5,355,0.457661,0.381892,
-7.5,357.5,0.655178,0.601661,
-5,40,0.731079,1.00905,
-5,42.5,0.858639,0.807143,
-5,45,0.785486,0.744484,
-5,47.5,0.635086,1.14586,
-5,50,0.383405,1.47504,
-5,52.5,0.182341,1.24556,
-5,55,-0.00977111,0.40368,
-5,57.5,-0.212219,-0.735478,
-5,60,-0.310497,-1.87309,
-5,62.5,-0.172721,-2.8867,
-5,65,0.124954,-3.67123,
-5,67.5,0.3249,-4.01881,
-5,70,0.433644,-3.77414,
-5,72.5,0.611843,-3.12124,
-5,75,0.74201,-2.33222,
-5,77.5,0.652397,-1.70172,
-5,80,0.345094,-1.32386,
-5,82.5,-0.0299555,-1.11225,
-5,85,-0.301218,-0.942545,
-5,87.5,-0.382626,-0.761074,
-5,90,-0.27617,-0.467318,
-5,92.5,-0.141449,0.0237962,
-5,95,-0.175062,0.419284,
-5,97.5,-0.358395,0.522483,
-5,100,-0.523423,0.390537,
-5,102.5,-0.534277,0.192445,
-5,105,-0.404959,0.0427447,
-5,107.5,-0.272119,-0.0437733,
-5,110,-0.247809,-0.0794561,
-5,112.5,-0.283254,-0.0650415,
-5,115,-0.232859,-0.00916445,
-5,117.5,-0.104635,0.0309563,
-5,120,0.0168815,0.0329328,
-5,122.5,0.130547,-0.0108637,
-5,125,0.225592,-0.0365348,
-5,127.5,0.221566,0.0165675,
-5,130,0.0835261,0.106409,
-5,132.5,-0.0309496,0.0953888,
-5,135,-0.0219558,0.0194721,
-5,137.5,-0.0424491,0.0278445,
-5,140,-0.00450381,0.0436875,
-5,142.5,0.266215,-0.0567022,
-5,145,0.785571,-0.252649,
-5,147.5,1.33567,-0.406798,
-5,150,1.64068,-0.48233,
-5,152.5,1.57156,-0.59681,
-5,155,1.22716,-0.830718,
-5,157.5,0.80928,-0.9797,
-5,160,0.509778,-0.891173,
-5,162.5,0.278162,-0.722037,
-5,165,0.0129712,-0.566523,
-5,167.5,-0.282891,-0.463396,
-5,170,-0.518096,-0.451714,
-5,172.5,-0.619487,-0.525166,
-5,175,-0.613219,-0.606928,
-5,177.5,-0.614089,-0.607536,
-5,180,-0.706519,-0.568886,
-5,182.5,-0.863615,-0.584178,
-5,185,-1.02169,-0.554986,
-5,187.5,-1.09888,-0.436136,
-5,190,-1.06638,-0.290881,
-5,192.5,-0.980066,-0.17647,
-5,195,-0.911937,-0.101476,
-5,197.5,-0.877647,-0.0389773,
-5,200,-0.827089,0.0397952,
-5,202.5,-0.735177,0.166108,
-5,205,-0.68707,0.29679,
-5,207.5,-0.696424,0.34812,
-5,210,-0.681373,0.351752,
-5,212.5,-0.610128,0.34935,
-5,215,-0.531002,0.346148,
-5,217.5,-0.481828,0.345462,
-5,220,-0.458459,0.358961,
-5,222.5,-0.462784,0.372719,
-5,225,-0.491368,0.334218,
-5,227.5,-0.477683,0.280123,
-5,230,-0.422147,0.283273,
-5,232.5,-0.398422,0.270524,
-5,235,-0.399623,0.199101,
-5,237.5,-0.328925,0.135127,
-5,240,-0.150606,0.132123,
-5,242.5,0.0332766,0.155966,
-5,245,0.0781171,0.147203,
-5,247.5,0.0240463,0.155848,
-5,250,-0.0102428,0.247051,
-5,252.5,-0.0538381,0.237726,
-5,255,-0.0584412,0.17972,
-5,257.5,-0.061924,0.14108,
-5,260,-0.103583,0.118378,
-5,262.5,-0.0774733,0.17181,
-5,265,0.105335,0.32219,
-5,267.5,0.243848,0.353728,
-5,270,0.230892,0.271227,
-5,272.5,0.217497,0.294218,
-5,275,0.198636,0.374896,
-5,277.5,0.278761,0.287453,
-5,280,0.204933,0.0806666,
-5,282.5,0.0653857,0.155214,
-5,285,0.00212924,0.555872,
-5,287.5,-0.0331697,0.874394,
-5,290,-0.130654,0.89299,
-5,292.5,-0.211519,0.832482,
-5,295,-0.348662,0.536396,
-5,297.5,-0.324085,0.404538,
-5,300,-0.218687,0.45747,
-5,302.5,-0.0424622,0.467032,
-5,305,0.0765665,0.408422,
-5,307.5,0.051486,0.371727,
-5,310,-0.0195268,0.400771,
-5,312.5,0.0705711,0.461482,
-5,315,0.294391,0.476236,
-5,317.5,0.359217,0.48551,
-5,320,0.225522,0.597379,
-5,322.5,0.0993322,0.711416,
-5,325,0.0390019,0.726071,
-5,327.5,0.0369029,0.664642,
-5,330,0.076399,0.589502,
-5,332.5,0.140004,0.514273,
-5,335,0.191534,0.412106,
-5,337.5,0.202065,0.306724,
-5,340,0.20588,0.265688,
-5,342.5,0.21039,0.208543,
-5,345,0.186921,0.117801,
-5,347.5,0.177615,0.100866,
-5,350,0.27243,0.175365,
-5,352.5,0.446865,0.294173,
-5,355,0.599415,0.433471,
-5,357.5,0.753807,0.597906,
-2.5,40,0.713061,0.841859,
-2.5,42.5,0.921168,0.731926,
-2.5,45,0.834998,0.749442,
-2.5,47.5,0.907071,1.17256,
-2.5,50,1.0554,1.41728,
-2.5,52.5,1.28596,1.04841,
-2.5,55,1.31,0.0666138,
-2.5,57.5,1.00265,-1.2199,
-2.5,60,0.622476,-2.52599,
-2.5,62.5,0.53125,-3.68827,
-2.5,65,0.685684,-4.5127,
-2.5,67.5,0.704944,-4.76701,
-2.5,70,0.633644,-4.43498,
-2.5,72.5,0.796292,-3.68825,
-2.5,75,1.04787,-2.69536,
-2.5,77.5,1.08868,-1.79082,
-2.5,80,0.800132,-1.19401,
-2.5,82.5,0.279037,-0.920776,
-2.5,85,-0.261075,-0.850191,
-2.5,87.5,-0.607814,-0.829022,
-2.5,90,-0.627806,-0.616195,
-2.5,92.5,-0.486949,-0.0506934,
-2.5,95,-0.542805,0.497393,
-2.5,97.5,-0.825495,0.755818,
-2.5,100,-1.13959,0.72433,
-2.5,102.5,-1.2801,0.547705,
-2.5,105,-1.17783,0.356916,
-2.5,107.5,-0.942334,0.229817,
-2.5,110,-0.776647,0.230674,
-2.5,112.5,-0.744217,0.295965,
-2.5,115,-0.678507,0.214666,
-2.5,117.5,-0.563921,0.084293,
-2.5,120,-0.466988,0.00191132,
-2.5,122.5,-0.344838,-0.0330538,
-2.5,125,-0.160444,0.0158744,
-2.5,127.5,0.00389075,0.139352,
-2.5,130,0.0360266,0.215851,
-2.5,132.5,-0.0093437,0.0966825,
-2.5,135,0.000282129,-0.121931,
-2.5,137.5,0.0875157,-0.188562,
-2.5,140,0.322886,-0.284455,
-2.5,142.5,0.750384,-0.553711,
-2.5,145,1.2288,-0.778897,
-2.5,147.5,1.52815,-0.749263,
-2.5,150,1.47578,-0.546927,
-2.5,152.5,1.06428,-0.476116,
-2.5,155,0.458618,-0.693575,
-2.5,157.5,-0.133746,-0.931349,
-2.5,160,-0.567884,-0.849339,
-2.5,162.5,-0.878545,-0.598465,
-2.5,165,-1.10185,-0.343672,
-2.5,167.5,-1.21756,-0.157306,
-2.5,170,-1.20371,-0.0689596,
-2.5,172.5,-1.08722,-0.0699363,
-2.5,175,-0.954264,-0.118185,
-2.5,177.5,-0.907359,-0.16953,
-2.5,180,-0.97949,-0.241048,
-2.5,182.5,-1.07642,-0.346681,
-2.5,185,-1.14068,-0.380852,
-2.5,187.5,-1.1628,-0.310228,
-2.5,190,-1.1387,-0.196891,
-2.5,192.5,-1.08589,-0.0905062,
-2.5,195,-1.03168,0.00175645,
-2.5,197.5,-0.990678,0.0939215,
-2.5,200,-0.952715,0.1899,
-2.5,202.5,-0.906626,0.298514,
-2.5,205,-0.88013,0.390823,
-2.5,207.5,-0.855274,0.43301,
-2.5,210,-0.788038,0.453318,
-2.5,212.5,-0.681121,0.472841,
-2.5,215,-0.58451,0.469794,
-2.5,217.5,-0.532163,0.43539,
-2.5,220,-0.516021,0.399976,
-2.5,222.5,-0.516163,0.387019,
-2.5,225,-0.523689,0.33138,
-2.5,227.5,-0.508802,0.21255,
-2.5,230,-0.485013,0.179466,
-2.5,232.5,-0.489042,0.194039,
-2.5,235,-0.495959,0.139468,
-2.5,237.5,-0.420913,0.0474703,
-2.5,240,-0.234226,0.0199935,
-2.5,242.5,-0.0270996,0.0755884,
-2.5,245,0.0595986,0.105737,
-2.5,247.5,0.0558189,0.0815602,
-2.5,250,0.0917114,0.137021,
-2.5,252.5,0.0946903,0.171413,
-2.5,255,0.110955,0.165295,
-2.5,257.5,0.150562,0.149198,
-2.5,260,0.163763,0.120511,
-2.5,262.5,0.205118,0.159501,
-2.5,265,0.346961,0.321023,
-2.5,267.5,0.44145,0.426065,
-2.5,270,0.367984,0.424932,
-2.5,272.5,0.283007,0.453132,
-2.5,275,0.201594,0.474934,
-2.5,277.5,0.162037,0.274195,
-2.5,280,0.0967205,0.106473,
-2.5,282.5,0.0119429,0.250618,
-2.5,285,0.0319099,0.636473,
-2.5,287.5,0.173163,0.941421,
-2.5,290,0.174847,1.00941,
-2.5,292.5,0.169313,0.907005,
-2.5,295,0.154792,0.60494,
-2.5,297.5,0.223714,0.46089,
-2.5,300,0.228729,0.461538,
-2.5,302.5,0.152636,0.437462,
-2.5,305,0.0741989,0.370572,
-2.5,307.5,0.0218956,0.322855,
-2.5,310,0.0151235,0.326202,
-2.5,312.5,0.179985,0.365343,
-2.5,315,0.414407,0.378182,
-2.5,317.5,0.467434,0.401711,
-2.5,320,0.322385,0.496141,
-2.5,322.5,0.156243,0.581947,
-2.5,325,0.0846214,0.587745,
-2.5,327.5,0.116526,0.530562,
-2.5,330,0.200497,0.458712,
-2.5,332.5,0.28641,0.389319,
-2.5,335,0.356681,0.307618,
-2.5,337.5,0.410179,0.230285,
-2.5,340,0.451283,0.222959,
-2.5,342.5,0.45026,0.187856,
-2.5,345,0.396049,0.13178,
-2.5,347.5,0.346348,0.117892,
-2.5,350,0.359784,0.155432,
-2.5,352.5,0.432524,0.246356,
-2.5,355,0.523737,0.398963,
-2.5,357.5,0.628134,0.552513,
0,40,0.749822,0.469796,
0,42.5,0.868692,0.735056,
0,45,0.888314,0.879018,
0,47.5,1.09508,1.11544,
0,50,1.46839,1.13315,
0,52.5,2.02783,0.755068,
0,55,2.35377,-0.0912937,
0,57.5,2.14075,-1.30873,
0,60,1.57971,-2.6953,
0,62.5,1.12306,-3.96567,
0,65,0.883672,-4.76405,
0,67.5,0.614478,-4.9132,
0,70,0.42164,-4.65319,
0,72.5,0.547844,-3.99902,
0,75,0.79151,-2.94075,
0,77.5,0.806269,-1.80605,
0,80,0.455531,-0.947247,
0,82.5,-0.189471,-0.529632,
0,85,-0.934433,-0.505928,
0,87.5,-1.51709,-0.702305,
0,90,-1.68159,-0.782044,
0,92.5,-1.5188,-0.38917,
0,95,-1.4641,0.191122,
0,97.5,-1.58772,0.615673,
0,100,-1.8038,0.799087,
0,102.5,-1.96543,0.768166,
0,105,-1.91686,0.573393,
0,107.5,-1.635,0.338182,
0,110,-1.33534,0.292516,
0,112.5,-1.16059,0.403567,
0,115,-1.03704,0.284683,
0,117.5,-0.949718,0.0269797,
0,120,-0.886794,-0.161005,
0,122.5,-0.773764,-0.222104,
0,125,-0.552379,-0.134093,
0,127.5,-0.289872,0.0290151,
0,130,-0.123737,0.0897326,
0,132.5,-0.0763326,-0.0943525,
0,135,-0.00264202,-0.394582,
0,137.5,0.168202,-0.479968,
0,140,0.361578,-0.557167,
0,142.5,0.553839,-0.778102,
0,145,0.654024,-0.872487,
0,147.5,0.584015,-0.63382,
0,150,0.311909,-0.217235,
0,152.5,-0.128482,-0.0258967,
0,155,-0.636601,-0.275101,
0,157.5,-1.10465,-0.635715,
0,160,-1.4658,-0.618489,
0,162.5,-1.6754,-0.378698,
0,165,-1.73375,-0.145884,
0,167.5,-1.66178,0.0206333,
0,170,-1.50031,0.135721,
0,172.5,-1.30801,0.207,
0,175,-1.15187,0.214113,
0,177.5,-1.0856,0.141789,
0,180,-1.11225,0.0068264,
0,182.5,-1.13881,-0.120551,
0,185,-1.12238,-0.170265,
0,187.5,-1.10529,-0.137594,
0,190,-1.11479,-0.0731621,
0,192.5,-1.12582,0.00486477,
0,195,-1.10085,0.108276,
0,197.5,-1.0373,0.232004,
0,200,-0.97548,0.329761,
0,202.5,-0.942682,0.399612,
0,205,-0.904636,0.462599,
0,207.5,-0.836516,0.476758,
0,210,-0.744283,0.476396,
0,212.5,-0.640189,0.508408,
0,215,-0.553793,0.528554,
0,217.5,-0.51098,0.469193,
0,220,-0.50578,0.340369,
0,222.5,-0.495186,0.243931,
0,225,-0.452552,0.198073,
0,227.5,-0.387683,0.0890895,
0,230,-0.35773,0.0225866,
0,232.5,-0.358177,0.0377019,
0,235,-0.322592,0.00789475,
0,237.5,-0.200741,-0.0940597,
0,240,-0.0225023,-0.169378,
0,242.5,0.128083,-0.140371,
0,245,0.211061,-0.0938379,
0,247.5,0.290208,-0.130302,
0,250,0.40544,-0.104649,
0,252.5,0.449367,-0.0155009,
0,255,0.450059,0.0509923,
0,257.5,0.452812,0.09702,
0,260,0.444051,0.118753,
0,262.5,0.425163,0.168452,
0,265,0.416321,0.310111,
0,267.5,0.382054,0.485723,
0,270,0.281918,0.589208,
0,272.5,0.165774,0.587229,
0,275,0.0433744,0.513377,
0,277.5,-0.076379,0.29803,
0,280,-0.0991376,0.210103,
0,282.5,-0.0391801,0.334641,
0,285,0.0928996,0.639122,
0,287.5,0.282242,0.957021,
0,290,0.393239,0.94181,
0,292.5,0.394582,0.76911,
0,295,0.484779,0.559002,
0,297.5,0.527232,0.51568,
0,300,0.41105,0.539265,
0,302.5,0.207466,0.479093,
0,305,0.0767841,0.336773,
0,307.5,0.0791639,0.211874,
0,310,0.169674,0.1758,
0,312.5,0.331829,0.202025,
0,315,0.477613,0.223492,
0,317.5,0.494634,0.259238,
0,320,0.39573,0.33368,
0,322.5,0.281164,0.39262,
0,325,0.23808,0.390599,
0,327.5,0.263548,0.336901,
0,330,0.30784,0.270992,
0,332.5,0.344037,0.216579,
0,335,0.396267,0.160195,
0,337.5,0.485155,0.0969367,
0,340,0.580312,0.0723925,
0,342.5,0.623847,0.0450253,
0,345,0.605836,0.0537175,
0,347.5,0.559674,0.0747524,
0,350,0.491236,0.105529,
0,352.5,0.431979,0.203251,
0,355,0.446911,0.388894,
0,357.5,0.55276,0.51378,
2.5,40,0.795804,-0.036362,
2.5,42.5,0.594089,0.589817,
2.5,45,0.760251,0.918955,
2.5,47.5,1.09964,0.963599,
2.5,50,1.49827,0.775484,
2.5,52.5,2.08853,0.398602,
2.5,55,2.60061,-0.244183,
2.5,57.5,2.65094,-1.24679,
2.5,60,2.20612,-2.51889,
2.5,62.5,1.58816,-3.72165,
2.5,65,1.04434,-4.44926,
2.5,67.5,0.561752,-4.64087,
2.5,70,0.273596,-4.55227,
2.5,72.5,0.211601,-4.01638,
2.5,75,0.132807,-2.9401,
2.5,77.5,-0.195269,-1.66327,
2.5,80,-0.787141,-0.593746,
2.5,82.5,-1.56152,0.00044926,
2.5,85,-2.40992,0.0334337,
2.5,87.5,-3.12948,-0.41688,
2.5,90,-3.43905,-0.969642,
2.5,92.5,-3.31333,-0.99283,
2.5,95,-3.11551,-0.547047,
2.5,97.5,-2.91733,0.0159304,
2.5,100,-2.75416,0.488964,
2.5,102.5,-2.63644,0.706634,
2.5,105,-2.47921,0.584205,
2.5,107.5,-2.19802,0.260042,
2.5,110,-1.88301,0.107818,
2.5,112.5,-1.62747,0.189636,
2.5,115,-1.44104,0.149536,
2.5,117.5,-1.34701,-0.0989221,
2.5,120,-1.30547,-0.33598,
2.5,122.5,-1.23266,-0.446745,
2.5,125,-1.03605,-0.385073,
2.5,127.5,-0.730217,-0.230486,
2.5,130,-0.435049,-0.173627,
2.5,132.5,-0.235241,-0.365596,
2.5,135,-0.0570071,-0.666363,
2.5,137.5,0.0713843,-0.693101,
2.5,140,0.0138139,-0.618982,
2.5,142.5,-0.216742,-0.634194,
2.5,145,-0.541764,-0.570439,
2.5,147.5,-0.865669,-0.258844,
2.5,150,-1.12289,0.169302,
2.5,152.5,-1.30043,0.351069,
2.5,155,-1.43434,0.0918299,
2.5,157.5,-1.6004,-0.291116,
2.5,160,-1.78788,-0.327442,
2.5,162.5,-1.85253,-0.169867,
2.5,165,-1.78429,-0.0416558,
2.5,167.5,-1.64267,0.0464892,
2.5,170,-1.49035,0.141372,
2.5,172.5,-1.35886,0.234369,
2.5,175,-1.25259,0.263918,
2.5,177.5,-1.1742,0.202583,
2.5,180,-1.13146,0.0936735,
2.5,182.5,-1.08041,0.0128477,
2.5,185,-0.982567,-0.021207,
2.5,187.5,-0.889313,-0.00914176,
2.5,190,-0.861615,0.0216209,
2.5,192.5,-0.87326,0.0707745,
2.5,195,-0.851229,0.157355,
2.5,197.5,-0.767403,0.271609,
2.5,200,-0.687025,0.350006,
2.5,202.5,-0.670655,0.379164,
2.5,205,-0.639414,0.438079,
2.5,207.5,-0.560988,0.461882,
2.5,210,-0.495267,0.439056,
2.5,212.5,-0.453871,0.439123,
2.5,215,-0.424213,0.449199,
2.5,217.5,-0.404241,0.385648,
2.5,220,-0.392624,0.218656,
2.5,222.5,-0.353542,0.063762,
2.5,225,-0.249717,0.0105808,
2.5,227.5,-0.127319,-0.0641388,
2.5,230,-0.0760784,-0.145111,
2.5,232.5,-0.0458972,-0.163715,
2.5,235,0.0574242,-0.206449,
2.5,237.5,0.255534,-0.314165,
2.5,240,0.460958,-0.415818,
2.5,242.5,0.573433,-0.420107,
2.5,245,0.622158,-0.362648,
2.5,247.5,0.727102,-0.380543,
2.5,250,0.852781,-0.363652,
2.5,252.5,0.861077,-0.240175,
2.5,255,0.781062,-0.110527,
2.5,257.5,0.682411,-0.00769365,
2.5,260,0.598434,0.0615404,
2.5,262.5,0.515787,0.114256,
2.5,265,0.408695,0.19762,
2.5,267.5,0.285724,0.356872,
2.5,270,0.207281,0.501818,
2.5,272.5,0.166001,0.501649,
2.5,275,0.0408378,0.429026,
2.5,277.5,-0.115714,0.305659,
2.5,280,-0.130599,0.280133,
2.5,282.5,0.0252961,0.295214,
2.5,285,0.223603,0.459841,
2.5,287.5,0.337341,0.821735,
2.5,290,0.384692,0.862219,
2.5,292.5,0.361178,0.660469,
2.5,295,0.480591,0.469575,
2.5,297.5,0.470652,0.526163,
2.5,300,0.322966,0.619141,
2.5,302.5,0.172265,0.527947,
2.5,305,0.149891,0.30536,
2.5,307.5,0.274367,0.122247,
2.5,310,0.444746,0.0643468,
2.5,312.5,0.542185,0.0803701,
2.5,315,0.585012,0.0898427,
2.5,317.5,0.603336,0.109497,
2.5,320,0.575318,0.143158,
2.5,322.5,0.521361,0.161962,
2.5,325,0.480975,0.148436,
2.5,327.5,0.446624,0.112649,
2.5,330,0.401384,0.0805649,
2.5,332.5,0.363218,0.0643588,
2.5,335,0.381055,0.0407234,
2.5,337.5,0.470342,-0.0205411,
2.5,340,0.585571,-0.0846213,
2.5,342.5,0.664803,-0.107898,
2.5,345,0.67893,-0.0579238,
2.5,347.5,0.636271,-0.00688195,
2.5,350,0.526004,0.0555815,
2.5,352.5,0.400399,0.205169,
2.5,355,0.374918,0.423713,
2.5,357.5,0.501579,0.497965,
5,40,0.698185,-0.336354,
5,42.5,0.262112,0.199436,
5,45,0.499415,0.639548,
5,47.5,1.04171,0.710295,
5,50,1.4439,0.492354,
5,52.5,1.85255,0.0454674,
5,55,2.26167,-0.588976,
5,57.5,2.45354,-1.42564,
5,60,2.27132,-2.40792,
5,62.5,1.78736,-3.34098,
5,65,1.21015,-3.99171,
5,67.5,0.651748,-4.3433,
5,70,0.226585,-4.2936,
5,72.5,-0.19202,-3.65721,
5,75,-0.81647,-2.50969,
5,77.5,-1.64109,-1.20199,
5,80,-2.51167,-0.0533391,
5,82.5,-3.3523,0.668748,
5,85,-4.18921,0.725638,
5,87.5,-4.95699,0.0160383,
5,90,-5.41911,-1.08009,
5,92.5,-5.41546,-1.64881,
5,95,-5.14793,-1.46644,
5,97.5,-4.68306,-0.810049,
5,100,-4.09517,-0.0431227,
5,102.5,-3.54553,0.453156,
5,105,-3.1536,0.473627,
5,107.5,-2.9087,0.148536,
5,110,-2.71498,-0.12182,
5,112.5,-2.50714,-0.178565,
5,115,-2.24543,-0.166894,
5,117.5,-2.00741,-0.28962,
5,120,-1.84493,-0.470628,
5,122.5,-1.71877,-0.628387,
5,125,-1.52939,-0.65099,
5,127.5,-1.22541,-0.542339,
5,130,-0.869551,-0.474103,
5,132.5,-0.592624,-0.625325,
5,135,-0.416753,-0.838696,
5,137.5,-0.431956,-0.7376,
5,140,-0.715866,-0.494525,
5,142.5,-1.21226,-0.322857,
5,145,-1.74865,-0.167121,
5,147.5,-2.1173,0.0622314,
5,150,-2.19723,0.292951,
5,152.5,-2.02474,0.336624,
5,155,-1.77252,0.13241,
5,157.5,-1.64982,-0.100468,
5,160,-1.67065,-0.113164,
5,162.5,-1.65829,-0.04534,
5,165,-1.58328,-0.0263263,
5,167.5,-1.4801,-0.0123922,
5,170,-1.39354,0.0439107,
5,172.5,-1.32727,0.111234,
5,175,-1.24973,0.122858,
5,177.5,-1.14678,0.0793153,
5,180,-1.04444,0.0376183,
5,182.5,-0.946126,0.00439493,
5,185,-0.796509,-0.0370765,
5,187.5,-0.613029,-0.0474674,
5,190,-0.472961,-0.0167405,
5,192.5,-0.393982,0.0368803,
5,195,-0.329216,0.103544,
5,197.5,-0.246627,0.181164,
5,200,-0.200771,0.242265,
5,202.5,-0.243276,0.250558,
5,205,-0.251414,0.284575,
5,207.5,-0.18248,0.340244,
5,210,-0.146758,0.347653,
5,212.5,-0.175228,0.323583,
5,215,-0.219049,0.296805,
5,217.5,-0.236361,0.247609,
5,220,-0.223818,0.137163,
5,222.5,-0.172733,-0.0100137,
5,225,-0.0521245,-0.119386,
5,227.5,0.072813,-0.174574,
5,230,0.119631,-0.222472,
5,232.5,0.171359,-0.292348,
5,235,0.318587,-0.414184,
5,237.5,0.561148,-0.542763,
5,240,0.805826,-0.604546,
5,242.5,0.958441,-0.571417,
5,245,1.03349,-0.497647,
5,247.5,1.12921,-0.488722,
5,250,1.21348,-0.458391,
5,252.5,1.16827,-0.338833,
5,255,1.03192,-0.197249,
5,257.5,0.890182,-0.0925345,
5,260,0.80002,-0.0301522,
5,262.5,0.752622,-0.00217402,
5,265,0.692136,0.0144463,
5,267.5,0.586393,0.0839454,
5,270,0.525882,0.200352,
5,272.5,0.574952,0.263406,
5,275,0.46439,0.32587,
5,277.5,0.249156,0.336878,
5,280,0.14955,0.327585,
5,282.5,0.245227,0.186677,
5,285,0.410962,0.163588,
5,287.5,0.452888,0.54775,
5,290,0.337657,0.849955,
5,292.5,0.340656,0.689717,
5,295,0.400118,0.510689,
5,297.5,0.358933,0.602112,
5,300,0.257344,0.66386,
5,302.5,0.189041,0.507285,
5,305,0.282307,0.249537,
5,307.5,0.505035,0.0707872,
5,310,0.671624,0.0146711,
5,312.5,0.681501,0.00830468,
5,315,0.670721,-0.025732,
5,317.5,0.720075,-0.0429685,
5,320,0.741706,-0.060414,
5,322.5,0.713037,-0.0899318,
5,325,0.646644,-0.107367,
5,327.5,0.548837,-0.0962157,
5,330,0.438365,-0.0611442,
5,332.5,0.357469,-0.0239831,
5,335,0.346654,-0.0154505,
5,337.5,0.393748,-0.0764963,
5,340,0.467069,-0.152862,
5,342.5,0.521894,-0.150694,
5,345,0.509238,-0.105447,
5,347.5,0.433545,-0.0794534,
5,350,0.321426,-0.0154505,
5,352.5,0.222407,0.156839,
5,355,0.203703,0.374343,
5,357.5,0.310011,0.434617,
7.5,40,0.400407,-0.203848,
7.5,42.5,0.235998,-0.210542,
7.5,45,0.459538,0.0941782,
7.5,47.5,1.0352,0.278017,
7.5,50,1.43381,0.232808,
7.5,52.5,1.73609,-0.201472,
7.5,55,1.8805,-1.04323,
7.5,57.5,1.92518,-1.95349,
7.5,60,1.83748,-2.6877,
7.5,62.5,1.49728,-3.28205,
7.5,65,0.955358,-3.78567,
7.5,67.5,0.341708,-4.09396,
7.5,70,-0.234943,-3.7287,
7.5,72.5,-1.01839,-2.74436,
7.5,75,-2.11785,-1.53988,
7.5,77.5,-3.28577,-0.348222,
7.5,80,-4.27117,0.74119,
7.5,82.5,-5.02734,1.528,
7.5,85,-5.70147,1.61925,
7.5,87.5,-6.41686,0.702061,
7.5,90,-6.94107,-0.8707,
7.5,92.5,-6.98145,-1.97703,
7.5,95,-6.6595,-2.138,
7.5,97.5,-6.0697,-1.51364,
7.5,100,-5.31774,-0.560243,
7.5,102.5,-4.62399,0.187624,
7.5,105,-4.18618,0.423643,
7.5,107.5,-4.03211,0.204983,
7.5,110,-3.99893,-0.171697,
7.5,112.5,-3.88215,-0.469314,
7.5,115,-3.5547,-0.611342,
7.5,117.5,-3.09925,-0.657907,
7.5,120,-2.67827,-0.719976,
7.5,122.5,-2.34886,-0.833642,
7.5,125,-2.07942,-0.873892,
7.5,127.5,-1.81923,-0.776972,
7.5,130,-1.57992,-0.674721,
7.5,132.5,-1.45161,-0.754594,
7.5,135,-1.44048,-0.869406,
7.5,137.5,-1.59288,-0.649703,
7.5,140,-1.95705,-0.277371,
7.5,142.5,-2.4359,0.00715681,
7.5,145,-2.81845,0.158203,
7.5,147.5,-2.93329,0.187466,
7.5,150,-2.74662,0.111478,
7.5,152.5,-2.36303,-0.0298045,
7.5,155,-1.95021,-0.142834,
7.5,157.5,-1.67076,-0.144263,
7.5,160,-1.56774,-0.0696778,
7.5,162.5,-1.53685,-0.0267497,
7.5,165,-1.52717,-0.0394883,
7.5,167.5,-1.50613,-0.0562122,
7.5,170,-1.46842,-0.0450013,
7.5,172.5,-1.40433,-0.0294854,
7.5,175,-1.29818,-0.0465959,
7.5,177.5,-1.15958,-0.0781991,
7.5,180,-1.02254,-0.0788204,
